0.058	23
0.087	24
0.129	24
0.171	23
0.21	23
0.24	23
0.268	23
0.299	23
0.333	23
0.361	23
0.391	23
0.426	23
0.461	23
0.491	23
0.52	20
0.56	22
0.593	22
0.627	23
0.66	22
0.695	22
0.727	22
0.761	23
0.796	23
0.829	22
0.862	23
0.896	22
0.93	22
0.964	22
0.998	23
1.032	24
1.066	24
1.099	24
1.133	23
1.166	24
1.2	24
1.233	24
1.268	24
1.301	24
1.335	24
1.368	24
1.402	24
1.435	24
1.469	24
1.503	24
1.54	28
1.574	28
1.608	28
1.643	28
1.677	27
1.71	27
1.745	27
1.779	28
1.829	28
1.863	28
1.898	28
1.931	27
1.964	28
1.997	27
2.033	28
2.067	29
2.099	29
2.144	29
2.182	27
2.215	26
2.249	27
2.281	26
2.316	27
2.349	26
2.383	27
2.418	27
2.452	26
2.486	26
2.52	27
2.553	27
2.586	27
2.621	27
2.653	27
2.686	27
2.721	27
2.755	27
2.788	27
2.821	27
2.855	27
2.888	27
2.921	27
2.955	27
2.988	27
3.022	27
3.059	30
3.093	30
3.127	30
3.162	30
3.196	30
3.23	30
3.265	30
3.298	30
3.333	30
3.366	30
3.4	30
3.435	30
3.468	30
3.502	30
3.533	26
3.566	26
3.601	26
3.634	26
3.669	26
3.703	26
3.737	26
3.77	26
3.805	26
3.839	26
3.872	26
3.906	26
3.94	26
3.975	26
4.009	26
4.044	27
4.079	27
4.112	27
4.147	27
4.181	27
4.214	27
4.247	27
4.281	27
4.315	27
4.347	26
4.381	27
4.414	26
4.447	26
4.479	26
4.517	27
4.56	29
4.6	29
4.641	30
4.699	35
4.732	35
4.768	35
4.803	34
4.839	35
4.873	34
4.905	34
4.942	33
4.98	33
5.018	34
5.053	31
5.089	30
5.154	29
5.185	29
5.219	29
5.251	29
5.284	29
5.317	30
5.35	30
5.383	30
5.416	29
5.449	29
5.482	29
5.515	29
5.548	29
5.58	29
5.612	29
5.644	29
5.677	29
5.708	29
5.741	29
5.772	29
5.804	28
5.836	28
5.871	28
5.907	28
5.943	28
5.98	29
6.017	28
6.052	27
6.092	27
6.127	27
6.163	26
6.199	26
6.235	27
6.269	26
6.306	27
6.336	26
6.367	25
6.4	26
6.431	26
6.464	26
6.494	26
6.527	25
6.56	25
6.593	25
6.626	26
6.66	25
6.693	26
6.727	25
6.76	26
6.793	25
6.827	25
6.861	26
6.894	25
6.928	26
6.962	26
6.996	25
7.028	23
7.062	24
7.096	23
7.129	23
7.163	24
7.197	23
7.23	23
7.264	24
7.298	23
7.331	24
7.364	23
7.398	23
7.433	24
7.465	23
7.5	24
7.534	24
7.567	23
7.601	23
7.635	24
7.668	23
7.703	24
7.735	23
7.769	23
7.803	23
7.837	23
7.87	23
7.903	23
7.938	23
7.971	24
8.005	23
8.039	23
8.073	23
8.106	23
8.141	23
8.174	24
8.208	23
8.242	24
8.274	23
8.309	23
8.342	24
8.375	23
8.41	24
8.442	23
8.476	23
8.51	24
8.546	24
8.578	23
8.613	24
8.645	23
8.679	23
8.713	24
8.746	23
8.78	24
8.814	23
8.848	23
8.88	23
8.915	23
8.948	24
8.981	23
9.016	24
9.05	24
9.084	24
9.118	24
9.151	24
9.186	24
9.219	24
9.252	24
9.286	25
9.32	24
9.354	24
9.387	24
9.421	24
9.454	24
9.488	24
9.521	24
9.557	24
9.59	25
9.624	24
9.658	25
9.691	24
9.724	25
9.758	25
9.792	25
9.826	25
9.858	24
9.893	25
9.927	25
9.96	25
9.993	25
10.032	30
10.068	31
10.1	30
10.134	30
10.168	30
10.201	30
10.234	30
10.268	30
10.303	31
10.335	30
10.369	31
10.402	30
10.436	31
10.469	30
10.504	31
10.533	27
10.568	27
10.603	28
10.636	27
10.669	28
10.702	27
10.736	28
10.77	28
10.804	28
10.836	27
10.87	27
10.905	28
10.938	28
10.971	28
11.004	27
11.033	23
11.068	23
11.101	23
11.136	23
11.168	22
11.202	23
11.236	23
11.269	23
11.302	22
11.337	23
11.37	23
11.403	23
11.438	23
11.47	23
11.505	23
11.552	38
11.587	38
11.621	39
11.655	38
11.688	38
11.722	38
11.756	38
11.788	38
11.822	38
11.855	38
11.889	38
11.923	39
11.956	38
11.99	39
12.023	38
12.049	31
12.084	30
12.118	30
12.151	31
12.184	30
12.218	30
12.264	31
12.309	31
12.352	30
12.397	30
12.442	30
12.487	31
12.534	32
12.577	32
12.622	32
12.653	28
12.689	29
12.721	29
12.756	29
12.79	29
12.822	28
12.862	28
12.901	28
12.939	28
12.979	29
13.019	29
13.073	40
13.117	40
13.16	39
13.203	40
13.249	39
13.297	40
13.342	40
13.379	37
13.418	38
13.458	37
13.498	37
13.529	28
13.569	28
13.605	28
13.644	28
13.683	28
13.722	28
13.762	28
13.801	28
13.841	27
13.883	27
13.922	27
13.964	28
14.003	28
14.051	30
14.094	30
14.138	30
14.181	30
14.225	30
14.269	30
14.312	30
14.353	30
14.392	29
14.432	29
14.473	30
14.517	30
14.552	26
14.594	26
14.633	25
14.675	26
14.714	25
14.756	26
14.799	25
14.84	25
14.88	25
14.92	25
14.96	25
15.001	25
15.041	24
15.082	24
15.126	24
15.166	24
15.208	25
15.249	25
15.289	25
15.329	24
15.37	25
15.41	24
15.452	25
15.488	24
15.528	25
15.565	25
15.604	26
15.64	25
15.679	25
15.717	25
15.788	25
15.824	25
15.858	25
15.893	25
15.928	25
15.962	25
15.997	25
16.029	23
16.065	24
16.098	24
16.134	24
16.167	24
16.203	24
16.24	24
16.275	23
16.309	23
16.345	24
16.379	24
16.413	23
16.45	24
16.484	24
16.519	24
16.554	23
16.588	23
16.624	23
16.659	23
16.727	23
16.765	23
16.799	23
16.834	23
16.869	23
16.902	23
16.937	23
16.97	23
17.005	23
17.038	23
17.072	24
17.107	24
17.14	24
