0.00000000000	45000	1
0.03333333333	45000	0
0.06666666667	45000	0
0.10000000000	45000	0
0.13333333333	45000	0
0.16666666667	45000	0
0.20000000000	45000	0
0.23333333333	45000	0
0.26666666667	45000	0
0.30000000000	45000	0
0.33333333333	45000	0
0.36666666667	45000	0
0.40000000000	45000	0
0.43333333333	45000	0
0.46666666667	45000	0
0.50000000000	45000	0
0.53333333333	45000	0
0.56666666667	45000	0
0.60000000000	45000	0
0.63333333333	45000	0
0.66666666667	45000	0
0.70000000000	45000	0
0.73333333333	45000	0
0.76666666667	45000	0
0.80000000000	45000	0
0.83333333333	45000	0
0.86666666667	45000	0
0.90000000000	45000	0
0.93333333333	45000	0
0.96666666667	45000	0
1.00000000000	45000	1
1.03333333333	45000	0
1.06666666667	45000	0
1.10000000000	45000	0
1.13333333333	45000	0
1.16666666667	45000	0
1.20000000000	45000	0
1.23333333333	45000	0
1.26666666667	45000	0
1.30000000000	45000	0
1.33333333333	45000	0
1.36666666667	45000	0
1.40000000000	45000	0
1.43333333333	45000	0
1.46666666667	45000	0
1.50000000000	45000	0
1.53333333333	45000	0
1.56666666667	45000	0
1.60000000000	45000	0
1.63333333333	45000	0
1.66666666667	45000	0
1.70000000000	45000	0
1.73333333333	45000	0
1.76666666667	45000	0
1.80000000000	45000	0
1.83333333333	45000	0
1.86666666667	45000	0
1.90000000000	45000	0
1.93333333333	45000	0
1.96666666667	45000	0
2.00000000000	45000	1
2.03333333333	45000	0
2.06666666667	45000	0
2.10000000000	45000	0
2.13333333333	45000	0
2.16666666667	45000	0
2.20000000000	45000	0
2.23333333333	45000	0
2.26666666667	45000	0
2.30000000000	45000	0
2.33333333333	45000	0
2.36666666667	45000	0
2.40000000000	45000	0
2.43333333333	45000	0
2.46666666667	45000	0
2.50000000000	45000	0
2.53333333333	45000	0
2.56666666667	45000	0
2.60000000000	45000	0
2.63333333333	45000	0
2.66666666667	45000	0
2.70000000000	45000	0
2.73333333333	45000	0
2.76666666667	45000	0
2.80000000000	45000	0
2.83333333333	45000	0
2.86666666667	45000	0
2.90000000000	45000	0
2.93333333333	45000	0
2.96666666667	45000	0
3.00000000000	45000	1
3.03333333333	45000	0
3.06666666667	45000	0
3.10000000000	45000	0
3.13333333333	45000	0
3.16666666667	45000	0
3.20000000000	45000	0
3.23333333333	45000	0
3.26666666667	45000	0
3.30000000000	45000	0
